id,name,shares,likes,loves,wow,cares,sad,angry,haha,reactions_count,comments,content,posted_on,video,image,post_url
pfbid02GfsvrmVSUeTvEwTjUj86v1mXBjq5XdffsgSUJZKRLNtaW6Wn6LKT1sQ862Sg2QVAl,bdnews24.com,0,0,0,0,0,0,0,0,0,0,"‘জ্বালানি খাতে নীতি নির্ধারণ করছে এলএনজি লবি,’ বলে মন্তব্য করেন রাশেদ খান মেনন।",2023-04-29T23:37:41.428592,[],https://external.fdac155-1.fna.fbcdn.net/emg1/v/t13/4915357204964752253?url=https%3A%2F%2Fgumlet.assettype.com%2Fbdnews24%252F2023-04%252F18307e46-a179-4c15-a855-f3bc1c310689%252Fbhola_gas_280423_01.jpg%3Fw%3D1200%26ar%3D40%253A21%26auto%3Dformat%252Ccompress%26ogImage%3Dtrue%26mode%3Dcrop%26overlay%3Dhttps%253A%252F%252Fgumlet.assettype.com%252Fbdnews24%252F2023-04%252Faa379803-3ebc-4fd3-afd6-a24b06e7f833%252Ffacebook_strip_18_04_2023_GPI_8_1024X65.jpg%26overlay_position%3Dbottom%26overlay_width_pct%3D1&fb_obo=1&utld=assettype.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbHXj8LsRKEvWSK7KvngBMLU5VpX9u97RK9hb3A4aVJvag&oe=644EC64B&_nc_sid=abd89a,https://www.facebook.com/bdnews24/posts/pfbid02GfsvrmVSUeTvEwTjUj86v1mXBjq5XdffsgSUJZKRLNtaW6Wn6LKT1sQ862Sg2QVAl?__cft__[0]=AZXd0R4orWhk8x4CtowXUbuUr3KrQwATmm9MA8JbmPRek5uKrh7EdpNpNMi81rWAYxbmgN5ZVkcnAA7Nr_oBrTFcfgwupB8ek5Y5c6LQuTxCTawAdxVEDkbffBqUuojdrllcU5xeHU8IrLvHld7fwWbgYRYx11exIKlNr5jySzjvmEubKdYzRsE_Tu06pRBpbbgg_doWtYAIzFvEgRKh5Mqp&__tn__=%2CO%2CP-R
pfbid0pfuV6L7PYw8wofdvYAyPcP8NJ1iYZhsYuxRFkBHkdXTqQhuEHgNtypVC4Y1AYGFql,bdnews24.com,0,27,0,0,0,12,0,0,39,0,"পুলিশ জানায়, প্রথমে চাচা-ভাতিজার মধ্যে কথা কাটাকাটি হয়।",2023-04-29T23:27:41.506110,[],https://external.fdac155-1.fna.fbcdn.net/emg1/v/t13/5062155430436413327?url=https%3A%2F%2Fgumlet.assettype.com%2Fbdnews24%252F2023-04%252F7d87e0bf-5fbd-4b63-baad-5af6d2c98f3e%252Ffaridpur_murder_290423_01.jpg%3Fw%3D1200%26ar%3D40%253A21%26auto%3Dformat%252Ccompress%26ogImage%3Dtrue%26mode%3Dcrop%26overlay%3Dhttps%253A%252F%252Fgumlet.assettype.com%252Fbdnews24%252F2023-01%252F17cc4087-4645-4165-a398-14ba2eb6d2a2%252FSocial_share_image_strip_LOGO_RED_1024x65x536.jpg%26overlay_position%3Dbottom%26overlay_width_pct%3D1&fb_obo=1&utld=assettype.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbGjh9gflJaQgxm1hlF-CkpLTYfiKFtU9XoKe_XebRF_5A&oe=644F1539&_nc_sid=aeaded,https://www.facebook.com/bdnews24/posts/pfbid0pfuV6L7PYw8wofdvYAyPcP8NJ1iYZhsYuxRFkBHkdXTqQhuEHgNtypVC4Y1AYGFql?__cft__[0]=AZWOFZvKQkTN7CxWHR7jHhEnJkVXbigDudogzEzrob_PEweeUWpug-oSVL-lAZOq5sZ8FkL0WoLei5QAIHs6jwf1aG4a4gNPl-gTI00b1Bcpb4dkW7A4BldaOqIrPzfWl4ekPtX_4H6IbKRtpi5ann-MM4ZD4-zHEovPCpUhkS9Fpg7k060Z9ScdcDyDF9NEongqvuyySo9HWUnCrujPs3iJ&__tn__=%2CO%2CP-R
